Well_index;WellName;Latitude;Longtitude;GeoJson;FieldID;OperatorID;WellAlias;WellType;WellUWI
205;01-AZURITE-1X;10.48;108.45;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.45,10.48]}}";P5;PCVL;01-AZ-1X;EXP;01-AZ-1X
206;15-1-SUTUVANG-3X;10.35;108.32;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.32,10.35]}}";P90;CUU_LONG_JOC;15-1-SV-3X;APP;15-1-SV-3X
207;15-1-SUTUVANG-4X;10.38;108.36;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.36,10.38]}}";P90;CUU_LONG_JOC;15-1-SV-4X;APP;15-1-SV-4X
208;15-2-RANGDONG-E-08P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-08P;PRO;15-2-RD-E-08P
209;15-2-RANGDONG-N-6PST;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-N-6PST;PRO;15-2-RD-N-6PST
21;16-2-DOINAU-1X;9.7;107.68;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.68,9.7]}}";P143;PHU_QUOC_POC;DN-1X;EXP;16-2-DN-1X
210;15-1-SUTUDEN-8I;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-8I;INJ;15-1-SD-8I
211;15-1-SUTUDEN-11P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-11P;PRO;15-1-SD-11P
212;15-1-SUTUDEN-9I;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-9I;INJ;15-1-SD-9I
213;15-1-SUTUDEN-9IST;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-9IST;INJ;15-1-SD-9IST
214;RONG-303;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-303;PRO;09-1-RP03-303
215;RONG-3001;9.55;107.83;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.83,9.55]}}";P33;VSP;RP1-3001;PRO;09-1-RP01-3001
216;BACHHO-MSP-11-1117;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1117;PRO;09-1-BH-1117
217;BACHHO-MSP-10-1019;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1019;PRO;09-1-BH-1019
218;BACHHO-BK07-7002;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7002;PRO;09-1-BH-7002
219;BACHHO-BK09-9005;9.72;107.97;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.97,9.72]}}";P227;VSP;BK9-9005;PRO;09-1-BH-9005
22;15-2-RANGDONG-C-10P;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-10P;PRO;15-2-RD-C-10P
220;BACHHO-BK07-7001;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7001;PRO;09-1-BH-7001
221;BACHHO-BK09-9004;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK9-9004;PRO;09-1-BH-9004
222;BACHHO-BK07-11;9.78;107.98;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.98,9.78]}}";P33;VSP;BK7-11;APP;09-BH-11
223;BACHHO-MSP-11-1116;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1116;PRO;09-1-BH-1116
224;BACHHO-MSP-10-1018;9.79;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.79]}}";P227;VSP;MSP-10-1018;PRO;09-1-BH-1018
225;BACHHO-MSP07-706;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-7-706;PRO;09-1-BH-706
226;09-3-SOI-2X;9.54;108.04;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.04,9.54]}}";P57;VRJ;09-3-SOI-2X;APP;09-3-SOI-2X
227;16-1-VOITRANG-2X;9.88;107.55;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.55,9.88]}}";P134;HOANG_LONG_JOC;16-1-VT-2X;APP;16-1-VT-2X
228;09-2-CANGUVANG-2XST;9.87;108.17;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.17,9.87]}}";P51;HOAN_VU_JOC;09-2-CNV-2XST;APP;09-2-CNV-2XST
229;09-2-CANGUVANG-2X;9.87;108.17;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.17,9.87]}}";P51;HOAN_VU_JOC;09-2-CNV-2XA;APP;09-2-CNV-2X
23;15-2-RANGDONG-C-02I;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-02I;INJ;15-2-RD-C-02I
230;15-1-SUTUDEN-6PST;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-6P&ST;PRO;15-1-SD-6PST
231;09-2-CAONGDOI-1X;9.83;108.28;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.28,9.83]}}";P50;HOAN_VU_JOC;09-2-COD-1X;EXP;09-2-COD-1X
232;15-1-SUTUDEN-7P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-7P;PRO;15-1-SD-7P
233;16-1-VOIVANG-1X;9.8;107.52;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.52,9.8]}}";P135;HOANG_LONG_JOC;16-1-VV-1X;EXP;16-1-VV-1X
234;15-1-SUTUDEN-2P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-2P;PRO;15-1-SD-2P
235;15-1-SUTUDEN-5P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-5P;PRO;15-1-SD-5P
236;15-1-SUTUDEN-4P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-4P;PRO;15-1-SD-4P
237;15-1-SUTUDEN-3P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-3P;PRO;15-1-SD-3P
238;15-1-SUTUDEN-1P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-1P;PRO;15-1-SD-1P
239;15-2-RANGDONG-15X;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-15X (C-02P);APP;15-1-RD-15X
24;15-2-RANGDONG-C-08P;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-08P;PRO;15-2-RD-C-08P
240;15-1-SUTUTRANG-1X;10.21;108.35;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.35,10.21]}}";P89;CUU_LONG_JOC;15-1-ST-1X;EXP;15-1-ST-1X
241;15-2-RANGDONG-14X;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-14X (E-09P);APP;15-1-RD-14X
242;RONG-117;9.55;107.83;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.83,9.55]}}";P33;VSP;RP-1-117;PRO;09-1-RP01-117
243;15-2-RANGDONG-S-01I;9.95;108.23;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.23,9.95]}}";P110;JVPC;15-2-RD-S-01I;INJ;15-2-RD-S-01I
244;15-2-RANGDONG-E-02I;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-02I;INJ;15-2-RD-E-02I
245;15-2-RANGDONG-E-01I;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-01I;INJ;15-2-RD-E-01I
246;BACHHO-BK09-9003;9.72;107.97;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.97,9.72]}}";P227;VSP;BK9-9003;PRO;09-1-BH-9003
247;BACHHO-MSP05-507;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-507;PRO;09-1-BH-507
248;BACHHO-MSP02-2001;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP2-2001;PRO;09-1-BH-2001
249;BACHHO-MSP-11-1114;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1114;PRO;09-1-BH-1114
25;15-2-RANGDONG-N-19P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-N-19P;PRO;15-2-RD-N-19P
250;BACHHO-MSP-10-1017;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1017;PRO;09-1-BH-1017
251;BACHHO-MSP07-705;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-7-705;PRO;09-1-BH-705
252;BACHHO-BK09-9002;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;BK9-9002;PRO;09-1-BH-9002
253;BACHHO-BK08-8001;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;BK8-8001;PRO;09-1-BH-8001
254;15-2-RANGDONG-E-03PST;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-03PST;PRO;15-1-RD-E-03PST
255;15-2-RANGDONG-12PD;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-12PD (N1);PRO;15-1-RD-12PD
256;15-2-RANGDONG-E-05P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-05P;PRO;15-1-RD-E-05P
257;15-2-RANGDONG-E-04P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-04P;PRO;15-1-RD-E-04P
258;15-2-RANGDONG-E-01P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-01P;PRO;15-1-RD-E-01P
259;15-2-RANGDONG-E-03P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-03P;PRO;15-1-RD-E-03P
26;15-2-PHUONGDONG-4X;10.07;108.41;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.41,10.07]}}";P109;JVPC;15-2-PD-4X (PD-2P);APP;15-2-PD-4X
260;15-2-RANGDONG-E-02P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-02P;PRO;15-1-RD-E-02P
261;15-2-RANGDONG-16P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-16P (N1);PRO;15-1-RD-16P
262;15-1-SUTUVANG-2X;10.4;108.39;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.39,10.4]}}";P90;CUU_LONG_JOC;15-1-SV-2X;APP;15-1-SV-2X
263;16-1-VOITRANG-1X;9.87;107.55;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.55,9.87]}}";P134;HOANG_LONG_JOC;16-1-VT-1X;EXP;16-1-VT-1X
264;15-2-RANGDONG-13X;9.95;108.23;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.23,9.95]}}";P110;JVPC;15-2-RD-13X (S-04P);APP;15-1-RD-13X
265;16-1-NGUAO-1X;9.83;107.62;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.62,9.83]}}";P123;HOANG_LONG_JOC;16-1-NO-1X;EXP;16-1-NO-1X
266;15-1-SUTUCHUA-1X;10.41;108.36;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.36,10.41]}}";P86;CUU_LONG_JOC;15-1-SC-1X;EXP;15-1-SC-1X
267;15-1-SUTUDEN-4X;10.47;108.44;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.44,10.47]}}";P87;CUU_LONG_JOC;15-1-SD-4X;APP;15-1-SD-4X
268;RONG-110;9.55;107.83;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.83,9.55]}}";P33;VSP;RP-1-110;PRO;09-1-RP01-110
269;09-2-CANGUVANG-1X;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-1X;EXP;09-2-CNV-1X
27;15-2-RANGDONG-C-05P;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-05P;PRO;15-2-RD-C-05P
270;RONG-10;9.61;107.9;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.9,9.61]}}";P33;VSP;RONG-10;APP;09-1-R-10
271;BACHHO-BK08-448;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BK8-448;PRO;09-1-BH-448
272;BACHHO-MSP04-821;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-821;PRO;09-1-BH-821
273;BACHHO-MSP02-414;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;MSP2-414;PRO;09-1-BH-414
274;BACHHO-MSP-11-1113;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1113;PRO;09-1-BH-1113
275;BACHHO-MSP09-924;9.8;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.8]}}";P227;VSP;MSP-9-924;PRO;09-1-BH-924
276;BACHHO-BK09-9001;9.72;107.97;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.97,9.72]}}";P227;VSP;BK9-9001;PRO;09-1-BH-9001
277;BACHHO-BK08-441;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BK8-441;PRO;09-1-BH-441
278;BACHHO-MSP02-556;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;MSP2-556;PRO;09-1-BH-556
279;BACHHO-BK09-18;9.72;107.97;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.97,9.72]}}";P227;VSP;BK09-18;EXP;09-1-BH-18
28;15-2-RANGDONG-C-06P;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-06P;PRO;15-2-RD-C-06P
280;BACHHO-MSP12-16;9.66;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.66]}}";P227;VSP;MSP12-16;APP;09-1-BH-16
281;BACHHO-MSP02-418;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;MSP2-418;PRO;09-1-BH-418
282;15-2-RANGDONG-14P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-14P (N1);PRO;15-1-RD-14P
283;15-2-RANGDONG-9X;9.95;108.23;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.23,9.95]}}";P110;JVPC;15-2-RD-9X;APP;15-1-RD-9X
284;15-2-RANGDONG-15D;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-15P (N1);PRO;15-1-RD-15D
285;16-2-BAOGAM-1X;9.59;107.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.49,9.59]}}";P138;CONOCO;16-2-BG-1X;EXP;16-2-BG-1X
286;15-1-SUTUVANG-1X;10.38;108.36;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.36,10.38]}}";P90;CUU_LONG_JOC;15-1-SV-1X;EXP;15-1-SV-1X
287;15-2-RANGDONG-11X;9.95;108.23;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.23,9.95]}}";P110;JVPC;15-2-RD-11X (S-03P);APP;15-1-RD-11X
288;15-2-RANGDONG-12X;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-12X (C-01P);APP;15-1-RD-12X
289;15-2-RANGDONG-10X;9.95;108.23;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.23,9.95]}}";P110;JVPC;15-2-RD-10X (S-02P);APP;15-1-RD-10X
29;15-2-RANGDONG-C-07P;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-07P;PRO;15-2-RD-C-07P
290;15-1-SUTUDEN-2X;10.45;108.37;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.37,10.45]}}";P87;CUU_LONG_JOC;15-1-SD-2X;APP;15-1-SD-2X
291;01-TOPAZNORTH-1X;10.43;108.63;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.63,10.43]}}";P12;PCVL;01-TN-1X;EXP;01-TN-1X
292;15-1-SUTUDEN-3X;10.46;108.41;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.41,10.46]}}";P87;CUU_LONG_JOC;15-1-SD-3X;APP;15-1-SD-3X
293;15-1-SUTUDEN-2XST;10.45;108.37;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.37,10.45]}}";P87;CUU_LONG_JOC;15-1-SD-2X ST;APP;15-1-SD-2XST
294;01-RUBY-12PST2;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-12PST2;PRO;01-RB-12PST2
295;01-RUBY-13P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-13P;PRO;01-RB-13P
296;BACHHO-MSP02-484;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;MSP2-484;INJ;09-1-BH-484
297;01-EMERALD-2X (P);10.33;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.33]}}";P7;PCVL;01-EMERAL-2X;APP;01-EM-12X
298;BACHHO-MSP02-491;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;MSP2-491;PRO;09-1-BH-491
299;BACHHO-MSP09-923;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-9-923;PRO;09-1-BH-923
3;16-1-TEGIACTRANG-14XST1;9.88;107.92;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.92,9.88]}}";P130;HOANG_LONG_JOC;TGT-14XST1;APP;16-1-TGT-14XST1
30;09-2/09-SONGNGU-1X;9.76;108.33;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.33,9.76]}}";P54;PVEP_POC;SoN-1X;EXP;09-2/09-SoN-1X
300;BACHHO-MSP-11--477;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-477;INJ;09-1-BH-477
301;BACHHO-MSP08-822;9.82;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.82]}}";P227;VSP;MSP-8-822;PRO;09-1-BH-822
302;BACHHO-BK08-476;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BK8-476;PRO;09-1-BH-476
303;BACHHO-MSP-11-1111;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1111;PRO;09-1-BH-1111
304;BACHHO-MSP-11-1110;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1110;PRO;09-1-BH-1110
305;BACHHO-MSP02-485;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;MSP2-485;PRO;09-1-BH-485
306;BACHHO-MSP06-101;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-6-101;PRO;09-1-BH-101
307;BACHHO-BK01-432;9.76;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.76]}}";P227;VSP;BK1-432;PRO;09-1-BH-432
308;17-CHOMCHOM-1X;9.22;107.54;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.54,9.22]}}";P163;VSP;17-CC-1X;EXP;17-CC-1X
309;BACHHO-BK08-460;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BK8-460;PRO;09-1-BH-460
31;09-2/09-KINHNGUTRANGNAM-5X;9.86;108.39;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.39,9.86]}}";P53;PVEP_POC;KTN-5X;APP;09-2/09-KTN-5X
310;15-1-SUTUDEN-1X;10.45;108.39;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.39,10.45]}}";P87;CUU_LONG_JOC;15-1-SD-1X;EXP;15-1-SD-1X
