Well_index;WellName;Latitude;Longtitude;GeoJson;FieldID;OperatorID;WellAlias;WellType;WellUWI
311;15-2-RANGDONG-11P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-11P (N1);PRO;15-1-RD-11P
312;15-2-RANGDONG-13P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-13P (N1);PRO;15-1-RD-13P
313;15-2-RANGDONG-8X;9.95;108.23;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.23,9.95]}}";P110;JVPC;15-2-RD-8X (S-01P);APP;15-1-RD-8X
314;01-RUBY-11P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-11P;PRO;01-RB-11P
315;RONG-305;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RC2-305;PRO;09-1-RC02-305
316;01-RUBY-12P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-12P;PRO;01-RB-12P
317;01-RUBY-12PST1;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-12PST1;PRO;01-RB-12PST1
318;RONG-206;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RC2-206;PRO;09-1-RC02-206
319;BACHHO-MSP09-921;9.79;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.79]}}";P227;VSP;MSP-9-921;INJ;09-1-BH-921
32;15-2-RANGDONG-C-03P;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-03P;PRO;15-2-RD-C-03P
320;BACHHO-BK08-465;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BK8-465;INJ;09-1-BH-465
321;RONG-203;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RC2-203;PRO;09-1-RC02-203
322;BACHHO-MSP-11-1112;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1112;PRO;09-1-BH-1112
323;BACHHO-MSP-10-1016;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1016;PRO;09-1-BH-1016
324;BACHHO-MSP-10-1011;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1011;PRO;09-1-BH-1011
325;BACHHO-MSP09-920;9.79;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.79]}}";P227;VSP;MSP-9-920;PRO;09-1-BH-920
326;BACHHO-MSP06-140;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-6-140;PRO;09-1-BH-140
327;BACHHO-MSP07-704;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-704;PRO;09-1-BH-704
328;BACHHO-BK08-467;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BK8-467;PRO;09-1-BH-467
329;BACHHO-MSP07-75;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-75;PRO;09-1-BH-75
33;15-2-RANGDONG-C-04P;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-04P;PRO;15-2-RD-C-04P
330;BACHHO-BK06-479;9.72;107.97;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.97,9.72]}}";P227;VSP;BK6-479;PRO;09-1-BH-479
331;BACHHO-17;9.66;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.66]}}";P227;VSP;BH-17;APP;09-1-BH-17
332;BACHHO-MSP-11-1108;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1108;PRO;09-1-BH-1108
333;BACHHO-BK04-459;9.73;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.73]}}";P227;VSP;BK4-459;INJ;09-1-BH-459
334;15-2-RANGDONG-10P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-10P (N1);PRO;15-1-RD-10P
335;BACHHO-BK06-439;9.74;107.98;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.98,9.74]}}";P227;VSP;BK6-439;PRO;09-1-BH-439
336;15-2-RANGDONG-9P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-9P (N1);PRO;15-1-RD-9P
337;15-2-VUNGDONG-2X;10.11;107.98;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.98,10.11]}}";P111;JVPC;15-2-VD-2X;APP;15-1-VD-2X
338;01-RUBY-7P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-7P;PRO;01-RB-7P
339;01-RUBY-9P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-9P;PRO;01-RB-9P
34;09-2/10-HAICAU-1X-ST1-ST2;9.94;108.11;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.11,9.94]}}";P55;PVEP_POC;HC-1X/ST1/ST2;EXP;09-2/10-HC-1X-ST1-ST2
340;01-RUBY-6P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-6P;PRO;01-RB-6P
341;01-RUBY-8P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-8P;PRO;01-RB-8P
342;RONG-5;9.58;107.86;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.86,9.58]}}";P33;VSP;RONG 5-RC2;PRO;09-1-R-5
343;01-RUBY-5PST;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-5PST;PRO;01-RB-5PST
344;01-RUBY-10P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-10P;PRO;01-RB-10P
345;01-RUBY-5P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-5P;PRO;01-RB-5P
346;RONG-22;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RONG 22-RC2;APP;09-1-RC02-22
347;BACHHO-MSP07-76;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-76;PRO;09-1-BH-76
348;BACHHO-MSP02-428;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;MSP-2-428;PRO;09-1-BH-428
349;BACHHO-MSP05-509;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-509;PRO;09-1-BH-509
35;09-2/09-KINHNGUTRANGNAM-4X;9.86;108.39;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.39,9.86]}}";P53;PVEP_POC;KTN-4X;APP;09-2/09-KTN-4X
350;BACHHO-MSP-10-1003;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1003;INJ;09-1-BH-1003
351;BACHHO-MSP08-819;9.82;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.82]}}";P227;VSP;MSP-8-819;PRO;09-1-BH-819
352;BACHHO-MSP-11-474;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-474;PRO;09-1-BH-474
353;BACHHO-MSP09-919;9.79;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.79]}}";P227;VSP;MSP-9-919;PRO;09-1-BH-919
354;BACHHO-MSP-10-1107;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1107;PRO;09-1-BH-1107
355;BACHHO-MSP07-703;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-703;PRO;09-1-BH-703
356;BACHHO-MSP06-120;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-6-120;PRO;09-1-BH-120
357;BACHHO-BK05-478;9.74;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.74]}}";P227;VSP;BK5-478;PRO;09-1-BH-478
358;BACHHO-BK08-458;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BK8-458;INJ;09-1-BH-458
359;BACHHO-BK04-447;9.73;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.73]}}";P227;VSP;BK4-447;INJ;09-1-BH-447
36;02/10-KINHNGUVANG-4XP;10.21;108.63;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.63,10.21]}}";P226;PVEP_POC;KNV-4XP;EXP;02/10-KNV-4XP
360;BACHHO-BK08-449;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BK8-449;PRO;09-1-BH-449
361;BACHHO-BK06-443;9.74;107.98;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.98,9.74]}}";P227;VSP;BK6-443;INJ;09-1-BH-443
362;15-2-RANGDONG-8P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-8P (N1);PRO;15-1-RD-8P
363;15-2-RANGDONG-7X;9.92;108.2;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.2,9.92]}}";P110;JVPC;15-2-RD-7X;APP;15-1-RD-7X
364;15-2-RANGDONG-7P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-7P (N1);PRO;15-1-RD-7P
365;BACHHO-BK04-462;9.73;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.73]}}";P227;VSP;BK4-462;PRO;09-1-BH-462
366;01-RUBY-4P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-4P;PRO;01-RB-4P
367;15-2-RANGDONG-4PST;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-4PST (N1);PRO;15-1-RD-4PST
368;15-2-RANGDONG-6P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-6P (N1);PRO;15-1-RD-6P
369;15-2-RANGDONG-5P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-5P (N1);PRO;15-1-RD-5P
37;02/10-KINHNGUVANG-4XPST;10.21;108.63;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.63,10.21]}}";P226;PVEP_POC;KNV-4XP/ST;EXP;02/10-KNV-4XPST
370;RONG-18;9.54;107.94;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.94,9.54]}}";P33;VSP;RONG-18;APP;09-1-R-18
371;01-RUBY-2P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-2P;PRO;01-RB-2P
372;01-RUBY-1P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-1P;PRO;01-RB-1P
373;01-RUBY-3P;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;01-RB-3P;PRO;01-RB-3P
374;BACHHO-BK01-464;9.76;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.76]}}";P227;VSP;BK1-464;INJ;09-1-BH-464
375;BACHHO-MSP07-700;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-700;INJ;09-1-BH-700
376;BACHHO-MSP09-911;9.79;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.79]}}";P227;VSP;MSP-9-911;INJ;09-1-BH-911
377;BACHHO-MSP08-820;9.82;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.82]}}";P227;VSP;MSP-8-820;INJ;09-1-BH-820
378;BACHHO-MSP09-917;9.79;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.79]}}";P227;VSP;MSP-9-917;PRO;09-1-BH-917
379;BACHHO-MSP-10-1010;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1010;PRO;09-1-BH-1010
38;02/10-KINHNGUVANG-3X;10.24;108.65;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.65,10.24]}}";P226;PVEP_POC;KNV-3X;APP;02/10-KNV-3X
380;BACHHO-BK01-435;9.76;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.76]}}";P227;VSP;BK1-435;INJ;09-1-BH-435
381;BACHHO-MSP-10-1007;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1007;PRO;09-1-BH-1007
382;BACHHO-BK06-438;9.74;107.98;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.98,9.74]}}";P227;VSP;BK6-438;PRO;09-1-BH-438
383;BACHHO-BK06-440;9.74;107.98;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.98,9.74]}}";P227;VSP;BK6-440;PRO;09-1-BH-440
384;BACHHO-BK06-436;9.74;107.98;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.98,9.74]}}";P227;VSP;BK6-436;PRO;09-1-BH-436
385;BACHHO-MSP07-702;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-702;PRO;09-1-BH-702
386;BACHHO-BK04-457;9.73;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.73]}}";P227;VSP;BK4-457;PRO;09-1-BH-457
387;15-2-RANGDONG-4P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15.2-RD-4P (N1);PRO;15-2-RD-4P
388;15-2-RANGDONG-6X;9.97;108.28;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.28,9.97]}}";P110;JVPC;15.2-RD-6X;APP;15-2-RD-6X
389;15-2-RANGDONG-6XST;9.97;108.28;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.28,9.97]}}";P110;JVPC;15.2-RD-6XST;APP;15-2-RD-6XST
39;02/97-DONGDO-2P;10.12;108.56;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.56,10.12]}}";P28;LAM_SON_JOC;DD-2P;PRO;02/97-DD-2P
390;15-2-GIODONG-1X;10.14;108.25;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.25,10.14]}}";P108;JVPC;15.2-GD-1X;EXP;15-2-GD-1X
391;15-2-RANGDONG-3P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15.2-RD-3P (N1);PRO;15-2-RD-3P
392;15-2-RANGDONG-2P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15.2-RD-2P (N1);PRO;15-2-RD-2P
393;01-TURQUOISE-1;10.51;108.64;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.64,10.51]}}";P14;PCVL;01-CC-1X;EXP;01-CC-1X
394;RONG-16;9.49;107.83;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.83,9.49]}}";P33;VSP;RONG-16;APP;09-1-R-16
395;BACHHO-MSP09-914;9.79;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.79]}}";P227;VSP;MSP-9-914;INJ;09-1-BH-914
396;BACHHO-MSP08-817;9.82;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.82]}}";P227;VSP;MSP-8-817;PRO;09-1-BH-817
397;BACHHO-MSP09-907;9.79;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.79]}}";P227;VSP;MSP-9-907;PRO;09-1-BH-907
398;RONG-201;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;R201;APP;09-1-RC02-201
399;BACHHO-MSP08-816;9.82;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.82]}}";P227;VSP;MSP-8-816;PRO;09-1-BH-816
4;16-1-TEGIACTRANG-30P;9.98;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.98]}}";P130;HOANG_LONG_JOC;TGT-30P;PRO;16-1-TGT-30P
40;02/97-DONGDO-7P;10.12;108.56;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.56,10.12]}}";P28;LAM_SON_JOC;DD-7P;PRO;02/97-DD-7P
400;BACHHO-MSP06-110;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-6-110;PRO;09-1-BH-110
401;BACHHO-MSP08-815;9.82;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.82]}}";P227;VSP;MSP-8-815;PRO;09-1-BH-815
402;BACHHO-MSP05-503;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-503;PRO;09-1-BH-503
403;BACHHO-MSP06-100;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-6-100;PRO;09-1-BH-100
404;BACHHO-MSP-11-1102;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1102;PRO;09-1-BH-1102
405;BACHHO-MSP-10-1013;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1013;PRO;09-1-BH-1013
406;BACHHO-MSP-10-1002;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1002;PRO;09-1-BH-1002
407;BACHHO-BK06-437;9.74;107.98;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.98,9.74]}}";P227;VSP;BK6-437;INJ;09-1-BH-437
408;BACHHO-BK05-452;9.74;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.74]}}";P227;VSP;BK5-452;PRO;09-1-BH-452
409;BACHHO-BK05-427;9.74;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.74]}}";P227;VSP;BK5-427;INJ;09-1-BH-427
41;01-DIAMOND-5PST1;10.53;108.48;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.48,10.53]}}";P6;PCVL;DM-5PST1;PRO;01-DM-5PST1
410;BACHHO-BK04-423;9.73;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.73]}}";P227;VSP;BK4-423;PRO;09-1-BH-423
411;BACHHO-BK05-426;9.74;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.74]}}";P227;VSP;BK5-426;PRO;09-1-BH-426
412;BACHHO-BK03-412;9.77;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.77]}}";P227;VSP;BK3-412;PRO;09-1-BH-412
413;BACHHO-BK03-450;9.77;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.77]}}";P227;VSP;BK3-450;APP;09-1-BH-450
414;15-2-RANGDONG-5X;9.96;108.24;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.24,9.96]}}";P110;JVPC;15.2-RD-5X;APP;15-2-RD-5X
415;17-VAITHIEU-1X;9.36;107.71;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.71,9.36]}}";P166;EOE;17-VT-1X;EXP;17-VT-1X
416;17-VAITHIEU-1XR;9.36;107.71;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.71,9.36]}}";P166;EOE;17-VT-1XR;EXP;17-VT-1XR
417;BACHHO-BK08-8;9.7;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.7]}}";P227;VSP;BH-8;APP;09-1-BH-8
418;15-2-RANGDONG-3X;9.99;108.32;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.32,9.99]}}";P110;JVPC;15.2-RD-3X;APP;15-2-RD-3X
419;15-2-RANGDONG-4X;9.93;108.22;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.22,9.93]}}";P110;JVPC;15.2-RD-4X;APP;15-2-RD-4X
42;02/97-THANGLONG-9XP;10.16;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.16]}}";P30;LAM_SON_JOC;TL-9XP;PRO;02/97-TL-9XP
420;15-2-RANGDONG-2X;9.99;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.99]}}";P110;JVPC;15.2-RD-2X;APP;15-2-RD-2X
421;15-2-RANGDONG-1P;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15.2-RD-1P (N1);DEV;15-2-RD-1P
