Well_index;WellName;Latitude;Longtitude;GeoJson;FieldID;OperatorID;WellAlias;WellType;WellUWI
535;BACHHO-MSP07-701;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-701;PRO;09-1-BH-701
536;BACHHO-MSP07-715;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-715;PRO;09-1-BH-715
537;BACHHO-MSP07-145;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-145;PRO;09-1-BH-145
538;BACHHO-MSP06-137;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-6-137;PRO;09-1-BH-137
539;BACHHO-MSP05-104;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-104;PRO;09-1-BH-104
54;02/97-THANGLONG-3P;10.16;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.16]}}";P30;LAM_SON_JOC;TL-3P;PRO;02/97-TL-3P
540;BACHHO-MSP05-502;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-502;PRO;09-1-BH-502
541;BACHHO-MSP04-60;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-60;PRO;09-1-BH-60
542;BACHHO-MSP04-810;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-810;PRO;09-1-BH-810
543;RONG-3;9.62;107.92;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.92,9.62]}}";P33;VSP;RONG-3;APP;09-1-R-3
544;BACHHO-MSP06-605;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-6-605;PRO;09-1-BH-605
545;BACHHO-MSP04-91;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-91;PRO;09-1-BH-91
546;BACHHO-MSP05-109;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-109;PRO;09-1-BH-109
547;BACHHO-MSP05-102;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-102;PRO;09-1-BH-102
548;BACHHO-MSP05-108;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-108;PRO;09-1-BH-108
549;BACHHO-MSP04-908;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-908;PRO;09-1-BH-908
55;02/97-THANGLONG-7P;10.16;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.16]}}";P30;LAM_SON_JOC;TL-7P;PRO;02/97-TL-7P
550;BACHHO-MSP03-61;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-61;PRO;09-1-BH-61
551;BACHHO-MSP03-73;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-73;PRO;09-1-BH-73
552;BACHHO-MSP04-84;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-84;OBS;09-1-BH-84
553;BACHHO-MSP03-85;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-85;PRO;09-1-BH-85
554;BACHHO-MSP01-401;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-401;PRO;09-1-BH-401
555;16-BADEN-1;9.7;107.6;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.6,9.7]}}";P120;VSP;16-BADEN-1X;EXP;16-BD-1
556;BACHHO-MSP02-417;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;BK2-417;PRO;09-1-BH-417
557;16-BAVI-1;9.85;107.64;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.64,9.85]}}";P121;VSP;16-BAVI-1X;EXP;16-BV-1
558;BACHHO-MSP05-136;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-6-136;PRO;09-1-BH-136
559;17-DUDU-1X;9.42;107.31;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.31,9.42]}}";P164;EOE;17-DD-1X;EXP;17-DD-1X
56;02/97-THANGLONG-2P;10.16;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.16]}}";P30;LAM_SON_JOC;TL-2P;PRO;02/97-TL-2P
560;BACHHO-MSP05-119;9.83;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.83]}}";P227;VSP;MSP-5-119;APP;09-1-BH-119
561;RONG-4;9.58;107.8;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.8,9.58]}}";P33;VSP;RONG-4;APP;09-R-4
562;BACHHO-MSP04-87;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-87;PRO;09-1-BH-87
563;BACHHO-MSP04-93;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-93;PRO;09-1-BH-93
564;BACHHO-MSP05-116;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-116;INJ;09-1-BH-116
565;BACHHO-MSP04-98;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-98;PRO;09-1-BH-98
566;BACHHO-MSP03-71;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-71;OBS;09-1-BH-71
567;BACHHO-MSP03-72;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-72;PRO;09-1-BH-72
568;BACHHO-MSP04-83;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-83;PRO;09-1-BH-83
569;BACHHO-MSP04-82;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-82;PRO;09-1-BH-82
57;02/97-THANGLONG-1P;10.16;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.16]}}";P30;LAM_SON_JOC;TL-1P;PRO;02/97-TL-1P
570;BACHHO-MSP03-68;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-68;PRO;09-1-BH-68
571;BACHHO-MSP03-69;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-69;PRO;09-1-BH-69
572;BACHHO-MSP01-45;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-45;PRO;09-1-BH-45
573;BACHHO-MSP03-107;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-107;INJ;09-1-BH-107
574;BACHHO-MSP01-37;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-37;INJ;09-1-BH-37
575;BACHHO-MSP01-43;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-43;PRO;09-1-BH-43
576;BACHHO-MSP01-42;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-42;PRO;09-1-BH-42
577;BACHHO-MSP01-44;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-44;PRO;09-1-BH-44
578;RONG-2;9.47;107.83;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.83,9.47]}}";P33;VSP;RONG-2;APP;09-R-2
579;BACHHO-MSP05-117;9.82;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.82]}}";P227;VSP;MSP-5-117;PRO;09-1-BH-117
58;02/97-THANGLONG-8P;10.16;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.16]}}";P30;LAM_SON_JOC;TL-8P;PRO;02/97-TL-8P
580;BACHHO-15;9.68;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.68]}}";P227;VSP;BH-15;APP;09-1-BH-15
581;BACHHO-12;9.78;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.78]}}";P227;VSP;BH-12;APP;09-1-BH-12
582;BACHHO-MSP04-130;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-130;PRO;09-1-BH-130
583;BACHHO-MSP04-202;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-202;INJ;09-1-BH-202
584;BACHHO-MSP04-89;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-89;PRO;09-1-BH-89
585;BACHHO-MSP03-79;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-79;PRO;09-1-BH-79
586;BACHHO-MSP03-64;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-64;PRO;09-1-BH-64
587;BACHHO-MSP03-14;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-14;INJ;09-1-BH-14
588;BACHHO-MSP03-70;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-70;OBS;09-1-BH-70
589;BACHHO-MSP01-46;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-46;PRO;09-1-BH-46
59;02/97-THANGLONG-4P;10.16;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.16]}}";P30;LAM_SON_JOC;TL-4P;PRO;02/97-TL-4P
590;BACHHO-MSP01-41;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-41;OBS;09-1-BH-41
591;BACHHO-MSP01-35;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-35;PRO;09-1-BH-35
592;BACHHO-MSP01-36;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-36;OBS;09-1-BH-36
593;BACHHO-MSP01-38;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-38;PRO;09-1-BH-38
594;BACHHO-MSP01-21;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-21;INJ;09-1-BH-21
595;BACHHO-MSP01-30;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-30;PRO;09-1-BH-30
596;BACHHO-9;9.81;108.06;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.06,9.81]}}";P227;VSP;BH-9;APP;09-1-BH-9
597;BACHHO-6;9.8;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.8]}}";P227;VSP;BH-6;APP;09-1-BH-6
598;BACHHO-MSP03-63;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-63;APP;09-1-BH-63
599;BACHHO-MSP01-28;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-28;PRO;09-1-BH-28
6;15-1/05-LACDAVANG-4X;10.29;108.21;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.21,10.29]}}";P95;PVEP_POC;LDV-4X;APP;15-1/05-LDV-4X
60;02/97-THANGLONG-5P;10.16;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.16]}}";P30;LAM_SON_JOC;TL-5P;PRO;02/97-TL-5P
600;BACHHO-10;9.85;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.85]}}";P227;VSP;BH-10;APP;09-1-BH-10
601;BACHHO-MSP03-13;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-3-13;PRO;09-1-BH-13
602;BACHHO-MSP01-27;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-27;PRO;09-1-BH-27
603;BACHHO-MSP01-24;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-24;PRO;09-1-BH-24
604;BACHHO-MSP01-1;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-1;PRO;09-1-BH-1
605;BACHHO-MSP01-22;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;MSP-1-22;INJ;09-1-BH-22
606;BACHHO-4;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;BH-4;APP;09-1-BH-4
607;BACHHO-3;9.76;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.76]}}";P227;VSP;BH-3;APP;09-1-BH-3
608;RONG-1;9.52;107.81;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.81,9.52]}}";P33;VSP;RONG-1;EXP;09-R-1
609;BACHHO-5;9.74;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.74]}}";P227;VSP;BH-5;APP;09-1-BH-5
61;09-2/09-KINHNGUTRANGNAM-1X;9.86;108.39;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.39,9.86]}}";P53;PVEP_POC;KTN-1X;EXP;09-2/09-KTN-1X
62;02/10-KINHNGUVANG-2X;10.21;108.63;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.63,10.21]}}";P226;PVEP_POC;KNV-2X;APP;02/10-KNV-2X
63;02/10-KINHNGUVANG-1X;10.21;108.63;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.63,10.21]}}";P226;PVEP_POC;KNV-1X;EXP;02/10-KNV-1X
64;01-RUBYA-7P-ST1;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;RBA-7P-ST1;PRO;01-RBA-7P-ST1
65;01-RUBYB-15P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;RBB-15P;PRO;01-RBB-15P
66;09-2/09-KINHNGUTRANG-3X;9.9;108.36;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.36,9.9]}}";P52;PVEP_POC;KNT-3X;APP;09-2/09-KNT-3X
67;01/10-HOXAM-2X;10.66;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.66]}}";P16;PVEP_POC;HX-2X;EXP;01/10-HX-2X
68;09-2/09-KINHNGUTRANG-2X;9.9;108.36;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.36,9.9]}}";P52;PVEP_POC;KNT-2X;EXP;09-2/09-KNT-2X
69;01-RUBYA-14XP-ST3;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;RBA-14XP-ST3;PRO;01-RBA-14XP-ST3
7;16-1-TEGIACTRANG-14X;9.88;107.92;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.92,9.88]}}";P130;HOANG_LONG_JOC;TGT-14X;APP;16-1-TGT-14X
70;01-RUBYA-12P ST4;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;RBA-12P ST4;PRO;01-RBA-12P ST4
71;01-DIAMOND-4X;10.53;108.48;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.48,10.53]}}";P6;PCVL;Diamond-4X;APP;01-DM-4X
72;01-RUBYA-10P ST1;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;RBA-10P ST1;PRO;01-RBA-10P ST1
73;09-3-DOIMOI-3X (WO);9.42;107.79;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.79,9.42]}}";P228;VRJ;DM-3X (WO);WO;09-3-DM-3X (WO)
74;02/97-DONGDO-3X;10.12;108.56;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.56,10.12]}}";P28;LAM_SON_JOC;DD-3X;APP;02/97-DD-3X
75;09-2/09-KINHNGUTRANG-1X;9.89;108.33;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.33,9.89]}}";P52;HONG_LONG_POC;KNT-1X;EXP;09-2/09-KNT-1X
76;01-AZURITE-3X;10.48;108.46;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.46,10.48]}}";P5;PCVL;Azurite-3X;APP;01-AZ-3X
77;09-3-DOIMOI-3X (KN);9.42;107.79;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.79,9.42]}}";P228;VRJ;DM-3X (KN);CON;09-3-DM-3X (KN)
78;09-2-CANGUVANG-6PST1;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;CNV-6P-ST1;INJ;09-2-CNV-6PST1
79;01-RUBYA-6PST1-WO1;10.38;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.38]}}";P10;PCVL;RBA-6P ST1 WO#1;WO;01-RBA-6PST1-WO1
8;15-1-SUTUTRANG-6P;10.21;108.35;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.35,10.21]}}";P89;CUU_LONG_JOC;ST-6P;PRO;15-1-ST-6P
80;01-PEARL-3P;10.35;108.55;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.55,10.35]}}";P9;PCVL;Pearl-3P;PRO;01-Pearl-3P
81;01-PEARL-2P;10.35;108.55;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.55,10.35]}}";P9;PCVL;Pearl-2P;PRO;01-Pearl-2P
82;01-TOPAZ-1P;10.45;108.63;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.63,10.45]}}";P12;PCVL;Topaz-1P;PRO;01-TOPAZ-1P
83;09-2-CANGUVANG-3P (WO);9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;CNV-3P (WO);WO;09-2-CNV-3P (WO)
84;01-TOPAZ-2P;10.45;108.63;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.63,10.45]}}";P12;PCVL;Topaz-2P;PRO;01-TOPAZ-2P
85;01-PEARL-1P;10.35;108.55;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.55,10.35]}}";P9;PCVL;Pearl-1P;PRO;01-Pearl-1P
86;09-2-CANGUVANG-6P;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;CNV-6P;PRO;09-2-CNV-6P
87;09-2-CANGUVANG-5P;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;CNV-5P;PRO;09-2-CNV-5P
88;01-RUBYB-11P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;RBB-11P;PRO;01-RBB-11P
89;02-JADE-4X;10.18;108.47;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.47,10.18]}}";P26;PCVL;JADE-4X;EXP;02-JAD-4X
9;15-1-SUTUNAUSOUTH-6P;10.55;108.4;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.4,10.55]}}";P249;CUU_LONG_JOC;SNS-6P;PRO;15-1-SNS-6P
90;02/97-THANGLONG-3X;10.16;108.57;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.57,10.16]}}";P30;LAM_SON_JOC;02/97-TL-3X;APP;02/97-TL-3X
91;01-RUBYB-10P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;RBB-10P;PRO;01-RBB-10P
92;01-RUBYB-3P (WO);10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;RBB-3P(WO);WO;01-RBB-3P (WO)
93;01-RUBYB-13P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;RBB-13P;PRO;01-RBB-13P
94;01/97-HODEN-1XST;10.68;108.56;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.56,10.68]}}";P18;LAM_SON_JOC;01/97-HD-1XST;EXP;01/97-HD-1XST
95;01/97-HOXAMSOUTH-1X;10.6;108.45;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.45,10.6]}}";P17;LAM_SON_JOC;01/97-HXS-1X;EXP;01/97-HXS-1X
96;02-JADE-3X;10.17;108.5;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.5,10.17]}}";P26;PCVL;JADE-3X;APP;02-JAD-3X
97;01-AZURITE-2X;10.47;108.45;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.45,10.47]}}";P5;PCVL;Azurite 2X;APP;01-AZ-2X
98;01/97-HODEN-1X;10.68;108.56;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.56,10.68]}}";P18;LAM_SON_JOC;01/97-HD-1X;EXP;01/97-HD-1X
99;09-2-CANGUVANG-3P;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-3P;PRO;09-2-CNV-3P
