"cr286_contractor_id","importsequencenumber","cr286_record_id","cr286_remarks","cr286_seismic_3d_survey_id","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","cr286_vpins_3d_seismic_contractorid","owningbusinessunit"
"GECO_PRAKLA","","R000061","","D3NCS15","1","0","","","2405379","ded4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"FURGO_GEO","","R000062","","D3NCS16","1","0","","","2405378","dcd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"FURGO_GEO","","R000063","","D3NCS17","1","0","","","2405377","ddd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GECO","","R000059","","D3NCS13","1","0","","","2405375","dbd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000058","","D3NCS12","1","0","","","2405374","d9d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO","","R000057","","D3NCS11","1","0","","","2405373","d8d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GECO","","R000060","","D3NCS14","1","0","","","2405372","dad4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GARDLINE_SURVEYS","","R000055","","D3NCS9","1","0","","","2405371","d7d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GEO","","R000054","","D3NCS8","1","0","","","2405370","d5d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000053","","D3MTC9","1","0","","","2405369","d6d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO","","R000056","","D3NCS10","1","0","","","2405368","d4d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS_AP","","R000050","","D3MTC8","1","0","","","2405367","d3d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000051","","D3NCS7","1","0","","","2405366","d2d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS_AP","","R000049","","D3MTC7","1","0","","","2405365","d0d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PTSC_CGGV","","R000052","","D3PK1","1","0","","","2405364","d1d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_ELNUSA_FINDER","","R000047","","D3MTC5","1","0","","","2405363","cfd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO_PRAKLA","","R000045","","D3MTC3","1","0","","","2405362","ccd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS_AP","","R000048","","D3MTC6","1","0","","","2405361","ced4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS","","R000046","","D3MTC4","1","0","","","2405360","cdd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO_PRAKLA","","R000044","","D3MTC2","1","0","","","2405359","cbd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000041","","D3CL36","1","0","","","2405358","cad4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO_PRAKLA","","R000043","","D3MTC1","1","0","","","2405357","c8d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS","","R000042","","D3NCS6","1","0","","","2405356","c9d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000040","","D3CL35","1","0","","","2405355","c7d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO_PRAKLA","","R000039","","D3CL34","1","0","","","2405354","c4d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO_PRAKLA","","R000038","","D3CL33","1","0","","","2405353","c5d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GECO","","R000037","","D3CL32","1","0","","","2405352","c6d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS","","R000034","","D3NCS3","1","0","","","2405351","c3d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS","","R000035","","D3NCS3","1","0","","","2405350","c2d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000033","","D3NCS2","1","0","","","2405349","c0d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS","","R000036","","D3NCS3","1","0","","","2405348","c1d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG","","R000031","","D3CL30","1","0","","","2405347","bed4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"","","R000030","","D3CL29","1","0","","","2405346","bfd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GEO","","R000032","","D3CL31","1","0","","","2405345","bcd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS","","R000029","","D3CL28","1","0","","","2405344","bdd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS_EXP","","R000028","","D3CL27","1","0","","","2405343","b9d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"FURGO_AP","","R000027","","D3CL26","1","0","","","2405342","bad4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG","","R000026","","D3CL25","1","0","","","2405341","bbd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS_AP","","R000025","","D3CL24","1","0","","","2405340","b8d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG","","R000021","","D3NCS1","1","0","","","2405339","b4d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG","","R000022","","D3CL21","1","0","","","2405338","b5d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS_AP","","R000023","","D3CL22","1","0","","","2405337","b7d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000024","","D3CL23","1","0","","","2405336","b6d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG_VERITAS","","R000020","","D3CL20","1","0","","","2405335","b2d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS_EXP","","R000018","","D3CL18","1","0","","","2405334","b3d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS_GEO","","R000017","","D3CL17","1","0","","","2405333","b1d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO_PRAKLA","","R000019","","D3CL19","1","0","","","2405332","b0d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000014","","D3CL14","1","0","","","2405331","afd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS_AP","","R000013","","D3CL13","1","0","","","2405330","acd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS","","R000015","","D3CL15","1","0","","","2405329","aed4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS_GEO","","R000016","","D3CL16","1","0","","","2405328","add4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GEO","","R000010","","D3CL10","1","0","","","2405327","aad4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS_AP","","R000011","","D3CL11","1","0","","","2405326","abd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"PGS_EXP","","R000012","","D3CL12","1","0","","","2405325","a9d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GEO","","R000009","","D3CL9","1","0","","","2405324","a8d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GECO","","R000006","","D3CL6","1","0","","","2405323","a5d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GECO","","R000005","","D3CL5","1","0","","","2405322","a7d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GEO","","R000008","","D3CL8","1","0","","","2405321","a6d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CGG","","R000007","","D3CL7","1","0","","","2405320","a4d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GECO","","R000003","","D3CL3","1","0","","","2405319","a1d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO_PRAKLA","","R000001","","D3CL1","1","0","","","2405318","a2d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"WESTERN_GECO","","R000004","","D3CL4","1","0","","","2405317","a3d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"GECO_PRAKLA","","R000002","","D3CL2","1","0","","","2405316","a0d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
